,Data,ID,t_Atendimento_min,t_Projetos_min,t_Logado_min,Disp_%,Meta_Disp,Pontuação,Atraso
11354,2022-02-24,a1R3j000003gH1dEAE,0,360,0,33,-,0,-
11355,2022-02-24,a1R3j000003gH1lEAE,0,0,0,33,-,0,-
11356,2022-02-24,a1R3j000003gH5hEAE,390,0,347,58,Não Bateu,-16,Sim
11357,2022-02-24,a1R3j000003gHIhEAM,390,60,75,0,Não Bateu,-19,Não
11358,2022-02-24,a1R3j000003gHIjEAM,360,90,113,11,Não Bateu,-19,Sim
11359,2022-02-24,a1R3j000003gHIkEAM,420,0,360,22,Não Bateu,-17,Sim
11360,2022-02-24,a1R3j000003gHJaEAM,420,0,360,38,Não Bateu,-13,Não
11361,2022-02-24,a1R3j000003gHJbEAM,450,0,265,45,Não Bateu,-21,Não
11362,2022-02-24,a1R3j000003gHJdEAM,0,480,56,33,-,0,-
11363,2022-02-24,a1R3j000003gHJeEAM,0,0,0,33,-,0,-
11364,2022-02-24,a1R3j000003gHJfEAM,450,0,243,34,Não Bateu,-16,Não
11365,2022-02-24,a1R3j000003gHJgEAM,390,0,352,42,Não Bateu,-20,Não
11366,2022-02-24,a1R3j000003gHJhEAM,420,0,337,14,Não Bateu,-19,Sim
11367,2022-02-24,a1R3j000003gHJiEAM,450,0,435,40,Não Bateu,-17,Sim
11368,2022-02-24,a1R3j000003gHJjEAM,450,0,306,32,Não Bateu,-16,Sim
11369,2022-02-24,a1R3j000003gHJkEAM,420,0,369,25,Não Bateu,-18,Não
11370,2022-02-24,a1R3j000003gHJlEAM,450,0,385,44,Não Bateu,-20,Sim
11371,2022-02-24,a1R3j000003gHJnEAM,270,0,139,32,Não Bateu,-12,Sim
11372,2022-02-24,a1R3j000003gHJoEAM,450,0,422,40,Não Bateu,-21,Sim
11373,2022-02-24,a1R3j000003gHJpEAM,450,0,404,42,Não Bateu,-17,Sim
11374,2022-02-24,a1R3j000003gHJqEAM,390,0,365,20,Não Bateu,-19,Sim
11375,2022-02-24,a1R3j000003gHJrEAM,450,0,396,32,Não Bateu,-19,Sim
11376,2022-02-24,a1R3j000003gHJtEAM,330,0,299,43,Não Bateu,-18,Sim
11377,2022-02-24,a1R3j000003gHJuEAM,270,0,253,11,Não Bateu,-18,Não
11378,2022-02-24,a1R3j000003gHJvEAM,0,0,0,33,-,0,-
11379,2022-02-24,a1R3j000003gHJwEAM,0,0,0,33,-,0,-
11380,2022-02-24,a1R3j000003gHJxEAM,450,0,350,38,Não Bateu,-15,Sim
11381,2022-02-24,a1R3j000003gHJyEAM,450,0,424,44,Não Bateu,-17,Sim
11382,2022-02-24,a1R3j000003gHJzEAM,450,0,416,44,Não Bateu,-18,Sim
11383,2022-02-24,a1R3j000003gHK0EAM,0,0,0,33,-,0,-
11384,2022-02-24,a1R3j000003gHK1EAM,390,0,293,42,Não Bateu,-27,Sim
11385,2022-02-24,a1R3j000003gHK5EAM,450,0,419,44,Não Bateu,-19,Sim
11386,2022-02-24,a1R3j000003gHK6EAM,420,30,380,45,Não Bateu,-18,Sim
11387,2022-02-24,a1R3j000003gHK7EAM,450,0,413,44,Não Bateu,-17,Sim
11388,2022-02-24,a1R3j000003gHK8EAM,480,0,426,46,Não Bateu,-20,Sim
11389,2022-02-24,a1R3j000003gHKAEA2,450,0,394,38,Não Bateu,-20,Sim
11390,2022-02-24,a1R3j000003gHKCEA2,450,0,0,33,-,0,-
11391,2022-02-24,a1R3j000003gHKGEA2,450,0,386,40,Não Bateu,-17,Sim
11392,2022-02-24,a1R3j000003gHKHEA2,360,0,328,44,Não Bateu,-20,Sim
11393,2022-02-24,a1R3j000003gHKLEA2,330,0,311,43,Não Bateu,-19,Sim
11394,2022-02-24,a1R3j000003gHKNEA2,0,540,11,33,-,0,-
11395,2022-02-24,a1R3j000003gHKOEA2,450,0,418,36,Não Bateu,-18,Sim
11396,2022-02-24,a1R3j000003gHKUEA2,420,0,120,28,Não Bateu,-20,Não
11397,2022-02-24,a1R3j000003gHKYEA2,450,0,383,32,Não Bateu,-10,Sim
11398,2022-02-24,a1R3j000003gHKZEA2,450,0,413,36,Não Bateu,-19,Sim
11399,2022-02-24,a1R3j000003gHKbEAM,330,0,318,44,Não Bateu,-13,Sim
11400,2022-02-24,a1R3j000003gHKcEAM,390,0,288,34,Não Bateu,-20,Sim
11401,2022-02-24,a1R3j000003gHKeEAM,390,60,346,36,Não Bateu,-18,Sim
11402,2022-02-24,a1R3j000003gHKfEAM,450,0,412,35,Não Bateu,-19,Sim
11403,2022-02-24,a1R3j000003gHKjEAM,390,0,351,26,Não Bateu,-21,Sim
11404,2022-02-24,a1R3j000003gHL3EAM,360,60,275,22,Não Bateu,-20,Não
11405,2022-02-24,a1R3j000003gHL4EAM,360,60,93,3,Não Bateu,-20,Sim
11406,2022-02-24,a1R3j000003gHO9EAM,240,90,239,25,Não Bateu,-19,Sim
11407,2022-02-24,a1R3j000003gHOGEA2,330,0,199,0,Não Bateu,-18,Não
11408,2022-02-24,a1R3j000003gHOHEA2,480,0,346,25,Não Bateu,-17,Sim
11409,2022-02-24,a1R3j000003gHONEA2,420,0,361,40,Não Bateu,-20,Sim
11410,2022-02-24,a1R3j000003gHOOEA2,120,0,117,7,Não Bateu,-23,Sim
11411,2022-02-24,a1R3j000003gHOPEA2,450,0,361,33,Não Bateu,-23,Sim
11412,2022-02-24,a1R3j000003gHOTEA2,450,0,284,18,Não Bateu,-18,Sim
11413,2022-02-24,a1R3j000003gHOUEA2,330,0,268,26,Não Bateu,-18,Não
11414,2022-02-24,a1R3j000003gHOXEA2,450,0,441,53,Não Bateu,-10,Sim
11415,2022-02-24,a1R3j000003gHOdEAM,420,0,365,50,Não Bateu,-16,Não
11416,2022-02-24,a1R3j000003gHOlEAM,420,0,369,51,Não Bateu,-18,Não
11417,2022-02-24,a1R3j000003gHOnEAM,420,60,383,31,Não Bateu,-17,Sim
11418,2022-02-24,a1R3j000003gHOoEAM,390,60,0,33,-,0,-
11419,2022-02-24,a1R3j000003gHOpEAM,0,0,0,33,-,0,-
11420,2022-02-24,a1R3j000003gHOrEAM,270,0,127,11,Não Bateu,-20,Sim
11421,2022-02-24,a1R3j000003gHOsEAM,450,0,404,37,Não Bateu,-19,Sim
11422,2022-02-24,a1R3j000003gHOuEAM,330,0,297,27,Não Bateu,-19,Não
11423,2022-02-24,a1R3j000003gHOxEAM,330,0,317,36,Não Bateu,-18,Sim
11424,2022-02-24,a1R3j000003gHP5EAM,450,0,438,40,Não Bateu,-20,Sim
11425,2022-02-24,a1R3j000003gHP7EAM,330,0,289,28,Não Bateu,-20,Sim
11426,2022-02-24,a1R3j000003gHP8EAM,450,0,409,42,Não Bateu,-10,Sim
11427,2022-02-24,a1R3j000003gHPCEA2,450,0,400,35,Não Bateu,-20,Sim
11428,2022-02-24,a1R3j000003gHPEEA2,0,0,0,33,-,0,-
11429,2022-02-24,a1R3j000003gHPFEA2,420,0,371,52,Não Bateu,-15,Não
11430,2022-02-24,a1R3j000003gHPJEA2,420,0,389,35,Não Bateu,-22,Sim
11431,2022-02-24,a1R3j000003gHPLEA2,450,0,438,40,Não Bateu,-20,Sim
11432,2022-02-24,a1R3j000003gHPMEA2,0,540,19,33,-,0,-
11433,2022-02-24,a1R3j000003gHPNEA2,240,150,119,24,Não Bateu,-16,Sim
11434,2022-02-24,a1R3j000003na7eEAA,450,0,277,36,Não Bateu,-19,Sim
11435,2022-02-24,a1R3j000003na7fEAA,0,0,0,33,-,0,-
11436,2022-02-24,a1R3j000003na7mEAA,420,30,277,40,Não Bateu,-19,Não
11437,2022-02-24,a1R3j000003na7oEAA,450,0,377,36,Não Bateu,-18,Sim
11438,2022-02-24,a1R3j000003na7pEAA,450,0,316,44,Não Bateu,-22,Não
11439,2022-02-24,a1R3j000003na7qEAA,450,0,407,36,Não Bateu,-18,Sim
11440,2022-02-24,a1R3j000003na7uEAA,390,0,338,32,Não Bateu,-17,Sim
11441,2022-02-24,a1R3j000003na7xEAA,360,30,289,32,Não Bateu,-17,Sim
11442,2022-02-24,a1R3j000003na7yEAA,450,0,427,40,Não Bateu,-19,Sim
11443,2022-02-24,a1R3j000003na81EAA,450,0,412,52,Não Bateu,-10,Sim
11444,2022-02-24,a1R3j000003na85EAA,450,0,389,35,Não Bateu,-21,Sim
11445,2022-02-24,a1R3j000003na86EAA,450,0,418,40,Não Bateu,-19,Sim
11446,2022-02-24,a1R3j000003na87EAA,390,60,355,37,Não Bateu,-15,Sim
11447,2022-02-24,a1R3j000003na8BEAQ,420,0,377,53,Não Bateu,-15,Não
11448,2022-02-24,a1R3j000003na8CEAQ,480,0,443,45,Não Bateu,-19,Sim
11449,2022-02-24,a1R3j000003na8EEAQ,450,0,435,53,Não Bateu,-12,Sim
11450,2022-02-24,a1R3j000003na8GEAQ,450,0,430,38,Não Bateu,-16,Sim
11451,2022-02-24,a1R3j000003na8HEAQ,420,0,347,47,Não Bateu,-16,Não
11452,2022-02-24,a1R3j000003na8JEAQ,450,0,105,17,Não Bateu,-17,Sim
11453,2022-02-24,a1R3j000003na8KEAQ,0,0,0,33,-,0,-
11454,2022-02-24,a1R3j000003na8NEAQ,450,0,419,35,Não Bateu,-19,Sim
11455,2022-02-24,a1R3j000003na8OEAQ,480,0,330,30,Não Bateu,-21,Sim
11456,2022-02-24,a1R3j000003na8PEAQ,450,0,433,39,Não Bateu,-21,Sim
11457,2022-02-24,a1R3j000003na8QEAQ,450,0,512,38,Não Bateu,-21,Sim
11458,2022-02-24,a1R3j000003na8REAQ,450,0,476,20,Não Bateu,-17,Sim
11459,2022-02-24,a1R3j000003na8SEAQ,390,60,379,15,Não Bateu,-20,Sim
11460,2022-02-24,a1R3j000003na8TEAQ,420,30,429,41,Não Bateu,-14,Não
11461,2022-02-24,a1R3j000003na8VEAQ,450,0,401,39,Não Bateu,-19,Sim
11462,2022-02-24,a1R3j000003na8WEAQ,450,0,395,36,Não Bateu,-18,Sim
11463,2022-02-24,a1R3j000003na8bEAA,330,0,154,35,Não Bateu,-20,Não
11464,2022-02-24,a1R3j000003nb3vEAA,450,0,0,33,-,0,-
11465,2022-02-24,a1R3j000003nb3wEAA,450,0,409,37,Não Bateu,-20,Sim
11466,2022-02-24,a1R3j000003nb3xEAA,450,0,398,34,Não Bateu,-18,Não
11467,2022-02-24,a1R3j000003nb3zEAA,390,0,355,15,Não Bateu,-20,Sim
11468,2022-02-24,a1R3j000003nb41EAA,0,480,86,33,-,0,-
11469,2022-02-24,a1R3j000003nb42EAA,450,0,408,38,Não Bateu,-20,Sim
11470,2022-02-24,a1R3j000003nb45EAA,450,30,366,36,Não Bateu,-21,Sim
11471,2022-02-24,a1R3j000003nb47EAA,420,0,148,0,Não Bateu,-21,Sim
11472,2022-02-24,a1R3j000003nb48EAA,390,0,272,23,Não Bateu,-18,Não
11473,2022-02-24,a1R3j000003nb49EAA,450,0,421,36,Não Bateu,-15,Sim
11474,2022-02-24,a1R3j000003nb4AEAQ,420,30,237,48,Não Bateu,-19,Não
11475,2022-02-24,a1R3j000003nb4BEAQ,450,0,432,38,Não Bateu,-19,Sim
11476,2022-02-24,a1R3j000003nb4DEAQ,390,60,237,45,Não Bateu,-21,Não
11477,2022-02-24,a1R3j000003nb4EEAQ,450,0,424,37,Não Bateu,-20,Sim
11478,2022-02-24,a1R3j000003nb4GEAQ,450,0,405,43,Não Bateu,-14,Sim
11479,2022-02-24,a1R3j000003nb4HEAQ,450,0,418,50,Não Bateu,-16,Sim
11480,2022-02-24,a1R3j000003nb4IEAQ,270,0,230,18,Não Bateu,-20,Sim
11481,2022-02-24,a1R3j000003nb4JEAQ,450,0,428,51,Não Bateu,-18,Sim
11482,2022-02-24,a1R3j000003nb4KEAQ,450,0,258,38,Não Bateu,-18,Sim
11483,2022-02-24,a1R3j000003nb4NEAQ,420,0,398,21,Não Bateu,-22,Sim
11484,2022-02-24,a1R3j000003nb4REAQ,390,0,357,37,Não Bateu,-22,Sim
11485,2022-02-24,a1R3j000003nb4WEAQ,450,0,406,35,Não Bateu,-21,Sim
11486,2022-02-24,a1R3j000003ncM5EAI,420,0,191,14,Não Bateu,-19,Sim
11487,2022-02-24,a1R3j000003ncMDEAY,240,210,128,0,Não Bateu,-17,Não
11488,2022-02-24,a1R3j000003ncMGEAY,360,90,206,28,Não Bateu,-19,Não
11489,2022-02-24,a1R3j000003ncMKEAY,330,0,300,32,Não Bateu,-19,Sim
11490,2022-02-24,a1R3j000003ncMOEAY,360,0,333,38,Não Bateu,-15,Sim
11491,2022-02-24,a1R3j000003ncMTEAY,450,0,389,33,Não Bateu,-20,Sim
11492,2022-02-24,a1R3j000003ncMXEAY,0,0,0,33,-,0,-
11493,2022-02-24,a1R3j000003ncMYEAY,390,0,352,29,Não Bateu,-18,Sim
11494,2022-02-24,a1R3j000003ncMZEAY,420,0,243,14,Não Bateu,-20,Sim
11495,2022-02-24,a1R3j000003ncMbEAI,480,0,427,44,Não Bateu,-17,Sim
11496,2022-02-24,a1R3j000003ncMcEAI,450,0,392,38,Não Bateu,-20,Não
11497,2022-02-24,a1R3j000003ncMeEAI,450,0,407,36,Não Bateu,-19,Sim
11498,2022-02-24,a1R3j000003ncMgEAI,420,0,369,51,Não Bateu,-16,Não
11499,2022-02-24,a1R3j000003ncMhEAI,450,0,419,39,Não Bateu,-19,Sim
11500,2022-02-24,a1R3j000003ncMiEAI,420,30,383,31,Não Bateu,-16,Sim
11501,2022-02-24,a1R3j000003ncfQEAQ,420,0,440,48,Não Bateu,-20,Sim
11502,2022-02-24,a1R3j000003ncfREAQ,480,0,327,36,Não Bateu,-20,Não
11503,2022-02-24,a1R3j000003ncfVEAQ,0,0,0,33,-,0,-
11504,2022-02-24,a1R3j000003ncfWEAQ,420,0,391,39,Não Bateu,-19,Não
11505,2022-02-24,a1R3j000003ncfaEAA,0,0,0,33,-,0,-
11506,2022-02-24,a1R3j000003ndBXEAY,420,0,287,33,Não Bateu,-18,Não
11507,2022-02-24,a1R3j000003ndBYEAY,450,0,417,37,Não Bateu,-20,Sim
11508,2022-02-24,a1R3j000003ndBZEAY,390,60,542,38,Não Bateu,-15,Sim
11509,2022-02-24,a1R3j000003ndBbEAI,480,0,428,36,Não Bateu,-19,Sim
11510,2022-02-24,a1R3j000003ndBcEAI,450,0,428,46,Não Bateu,-19,Sim
11511,2022-02-24,a1R3j000003ndBdEAI,390,0,366,7,Não Bateu,-23,Sim
11512,2022-02-24,a1R3j000003ndBeEAI,450,0,438,40,Não Bateu,-22,Sim
11513,2022-02-24,a1R3j000003ndBfEAI,450,0,438,20,Não Bateu,-25,Sim
11514,2022-02-24,a1R3j000003ndBgEAI,450,0,422,17,Não Bateu,-24,Sim
11515,2022-02-24,a1R3j000003ndBhEAI,120,0,392,33,Não Bateu,-24,Sim
11516,2022-02-24,a1R3j000003ndBiEAI,450,0,427,19,Não Bateu,-24,Sim
11517,2022-02-24,a1R3j000003ndBkEAI,450,0,440,46,Não Bateu,-19,Sim
11518,2022-02-24,a1R3j000003ndBoEAI,390,0,364,42,Não Bateu,-18,Não
11519,2022-02-24,a1R3j000003ndBwEAI,450,0,399,34,Não Bateu,-18,Sim
11520,2022-02-24,a1R3j000003ndC3EAI,450,0,421,40,Não Bateu,-17,Sim
11521,2022-02-24,a1R3j000003ndC4EAI,450,0,439,39,Não Bateu,-20,Sim
11522,2022-02-24,a1R3j000003ndC5EAI,390,60,262,15,Não Bateu,-20,Sim
11523,2022-02-24,a1R3j000003ndC6EAI,450,0,420,39,Não Bateu,-17,Não
11524,2022-02-24,a1R3j000003ndC8EAI,450,0,377,34,Não Bateu,-18,Sim
11525,2022-02-24,a1R3j000003ndC9EAI,390,0,367,22,Não Bateu,-20,Sim
11526,2022-02-24,a1R3j000003ndCCEAY,420,0,379,24,Não Bateu,-20,Sim
11527,2022-02-24,a1R3j000003ndCDEAY,450,0,421,38,Não Bateu,-21,Sim
11528,2022-02-24,a1R3j000003ndCEEAY,0,0,0,33,-,0,-
11529,2022-02-24,a1R3j000003ndCFEAY,450,0,438,40,Não Bateu,-20,Sim
11530,2022-02-24,a1R3j000003ndCGEAY,420,0,397,32,Não Bateu,-21,Sim
11531,2022-02-24,a1R3j000003ndCQEAY,420,0,400,35,Não Bateu,-20,Sim
11532,2022-02-24,a1R3j000003ndCYEAY,450,0,450,42,Não Bateu,-20,Sim
11533,2022-02-24,a1R3j000003ndyREAQ,420,0,376,37,Não Bateu,-20,Sim
11534,2022-02-24,a1R3j000003ndySEAQ,0,0,0,33,-,0,-
11535,2022-02-24,a1R3j000003ndyXEAQ,420,0,1015,36,Não Bateu,-20,Sim
11536,2022-02-24,a1R3j0000043nigEAA,390,60,314,37,Não Bateu,-20,Não
11537,2022-02-24,a1R3j0000043nikEAA,360,60,263,13,Não Bateu,-18,Sim
11538,2022-02-24,a1R3j0000043ninEAA,0,0,0,33,-,0,-
11539,2022-02-24,a1R3j0000043oEBEAY,450,0,404,35,Não Bateu,-21,Sim
11540,2022-02-24,a1R3j0000043oECEAY,480,0,403,31,Não Bateu,-20,Sim
11541,2022-02-24,a1R3j0000043oEGEAY,450,0,349,52,Não Bateu,-10,Sim
11542,2022-02-24,a1R3j0000043oEHEAY,390,0,349,33,Não Bateu,-15,Sim
11543,2022-02-24,a1R3j0000043oEIEAY,450,0,400,37,Não Bateu,-19,Sim
11544,2022-02-24,a1R3j0000043oEJEAY,450,0,551,40,Não Bateu,-18,Sim
11545,2022-02-24,a1R3j0000043oEKEAY,450,0,426,38,Não Bateu,-17,Sim
11546,2022-02-24,a1R3j0000043oEMEAY,480,0,388,46,Não Bateu,-19,Sim
11547,2022-02-24,a1R3j0000043oEOEAY,300,0,269,36,Não Bateu,-20,Sim
11548,2022-02-24,a1R3j0000043oEQEAY,480,0,418,43,Não Bateu,-20,Sim
11549,2022-02-24,a1R3j0000043oETEAY,330,0,318,44,Não Bateu,-18,Não
11550,2022-02-24,a1R3j0000043oEUEAY,420,0,365,51,Não Bateu,-21,Sim
11551,2022-02-24,a1R3j0000043oEVEAY,330,0,0,33,-,0,-
11552,2022-02-24,a1R3j0000043oEWEAY,450,0,412,36,Não Bateu,-19,Sim
11553,2022-02-24,a1R3j0000043oEXEAY,390,0,338,28,Não Bateu,-20,Sim
11554,2022-02-24,a1R3j0000043oEaEAI,120,0,289,33,Não Bateu,-22,Sim
11555,2022-02-24,a1R3j0000043oEbEAI,390,0,378,37,Não Bateu,-18,Não
11556,2022-02-24,a1R3j0000043oEcEAI,450,0,413,36,Não Bateu,-18,Sim
11557,2022-02-24,a1R3j0000043oEdEAI,450,0,437,51,Não Bateu,-9,Sim
11558,2022-02-24,a1R3j0000043oEeEAI,300,0,224,17,Não Bateu,-17,Sim
11559,2022-02-24,a1R3j0000043oEgEAI,450,0,407,50,Não Bateu,-15,Sim
11560,2022-02-24,a1R3j0000043oEhEAI,390,0,371,44,Não Bateu,-18,Sim
11561,2022-02-24,a1R3j0000043oEjEAI,450,0,412,46,Não Bateu,-19,Sim
11562,2022-02-24,a1R3j0000043oElEAI,450,0,424,38,Não Bateu,-19,Sim
11563,2022-02-24,a1R3j0000043oEmEAI,450,0,437,54,Não Bateu,-18,Sim
11564,2022-02-24,a1R3j0000043oEqEAI,450,0,384,29,Não Bateu,-17,Sim
11565,2022-02-24,a1R3j0000043oEsEAI,0,420,0,33,-,0,-
11566,2022-02-24,a1R3j0000043oEtEAI,390,60,352,25,Não Bateu,-20,Sim
11567,2022-02-24,a1R3j0000043oEvEAI,480,0,458,47,Não Bateu,-16,Sim
11568,2022-02-24,a1R3j0000043oExEAI,450,0,421,50,Não Bateu,-6,Sim
11569,2022-02-24,a1R3j0000043oEyEAI,450,0,349,37,Não Bateu,-11,Sim
11570,2022-02-24,a1R3j0000043oEzEAI,450,0,372,34,Não Bateu,-21,Não
11571,2022-02-24,a1R3j0000043oF0EAI,450,0,387,36,Não Bateu,-21,Sim
11572,2022-02-24,a1R3j0000043oF3EAI,420,0,360,41,Não Bateu,-17,Não
11573,2022-02-24,a1R3j0000043oF7EAI,480,0,430,47,Não Bateu,-21,Sim
11574,2022-02-24,a1R3j0000043oFAEAY,330,0,315,35,Não Bateu,-19,Sim
11575,2022-02-24,a1R3j0000043obcEAA,420,0,373,33,Não Bateu,-20,Não
11576,2022-02-24,a1R3j0000043obeEAA,420,0,333,40,Não Bateu,-17,Sim
11577,2022-02-24,a1R3j0000043ruoEAA,270,0,248,9,Não Bateu,-20,Não
11578,2022-02-24,a1R3j0000043rupEAA,0,0,0,33,-,0,-
11579,2022-02-24,a1R3j0000043rz3EAA,450,0,447,39,Não Bateu,-15,Sim
11580,2022-02-24,a1R3j0000043rz8EAA,390,0,359,35,Não Bateu,-20,Não
11581,2022-02-24,a1R3j0000043rz9EAA,450,0,290,45,Não Bateu,-17,Sim
11582,2022-02-24,a1R3j0000043rzBEAQ,450,0,424,44,Não Bateu,-15,Sim
11583,2022-02-24,a1R3j0000043rzDEAQ,450,0,401,34,Não Bateu,-16,Sim
11584,2022-02-24,a1R3j0000043rzEEAQ,180,0,259,50,Não Bateu,-23,Sim
11585,2022-02-24,a1R3j0000043rzHEAQ,480,0,428,44,Não Bateu,-19,Sim
11586,2022-02-24,a1R3j0000043rzIEAQ,480,0,310,36,Não Bateu,-20,Sim
11587,2022-02-24,a1R3j0000043rzJEAQ,450,0,295,46,Não Bateu,-20,Não
11588,2022-02-24,a1R3j0000043rzKEAQ,420,30,404,32,Não Bateu,-15,Sim
11589,2022-02-24,a1R3j0000043rzMEAQ,450,0,0,33,-,0,-
11590,2022-02-24,a1R3j0000043rzNEAQ,420,0,153,24,Não Bateu,-19,Não
11591,2022-02-24,a1R3j0000043rzPEAQ,390,0,350,44,Não Bateu,-12,Sim
11592,2022-02-24,a1R3j0000043rzQEAQ,450,0,408,50,Não Bateu,-18,Sim
11593,2022-02-24,a1R3j0000043rzTEAQ,300,180,278,74,Não Bateu,-15,Sim
11594,2022-02-24,a1R3j0000043rzWEAQ,480,0,0,0,Não Bateu,-20,Não
11595,2022-02-24,a1R3j0000043rzdEAA,390,0,374,44,Não Bateu,-17,Sim
11596,2022-02-24,a1R3j0000043rzhEAA,330,90,309,36,Não Bateu,-17,Não
11597,2022-02-24,a1R3j0000043rzjEAA,420,0,400,27,Não Bateu,-20,Não
11598,2022-02-24,a1R3j0000043rzlEAA,450,0,435,18,Não Bateu,-25,Sim
11599,2022-02-24,a1R3j0000043rzmEAA,450,0,429,44,Não Bateu,-21,Sim
11600,2022-02-24,a1R3j0000043rzoEAA,480,0,344,29,Não Bateu,-21,Sim
11601,2022-02-24,a1R3j0000043rzpEAA,330,0,0,33,-,0,-
11602,2022-02-24,a1R3j0000043s1iEAA,420,0,236,30,Não Bateu,-20,Não
11603,2022-02-24,a1R3j0000043s1kEAA,420,0,391,33,Não Bateu,-20,Sim
11604,2022-02-24,a1R3j0000043s1mEAA,420,0,0,0,Não Bateu,-20,Não
11605,2022-02-24,a1R3j0000043s1nEAA,360,60,185,20,Não Bateu,-20,Não
11606,2022-02-24,a1R3j0000043s1qEAA,450,0,386,46,Não Bateu,-20,Não
11607,2022-02-24,a1R3j0000043sVVEAY,0,0,0,33,-,0,-
11608,2022-02-24,a1R3j0000043sVWEAY,450,0,422,43,Não Bateu,-18,Sim
11609,2022-02-24,a1R3j0000043sVYEAY,390,0,363,22,Não Bateu,-20,Sim
11610,2022-02-24,a1R3j0000043sVZEAY,450,0,411,37,Não Bateu,-15,Sim
11611,2022-02-24,a1R3j0000043sVdEAI,450,0,311,20,Não Bateu,-24,Sim
11612,2022-02-24,a1R3j0000043sVfEAI,450,0,423,36,Não Bateu,-22,Sim
11613,2022-02-24,a1R3j0000043sVkEAI,450,0,494,37,Não Bateu,-21,Sim
11614,2022-02-24,a1R3j0000043sVnEAI,390,0,358,18,Não Bateu,-17,Sim
11615,2022-02-24,a1R3j0000043sVqEAI,480,0,431,45,Não Bateu,-19,Sim
11616,2022-02-24,a1R3j0000043sVrEAI,420,0,395,47,Não Bateu,-9,Sim
11617,2022-02-24,a1R3j0000043sVwEAI,330,0,311,43,Não Bateu,-20,Sim
11618,2022-02-24,a1R3j0000043sVzEAI,450,0,396,38,Não Bateu,-17,Não
11619,2022-02-24,a1R3j0000043sW1EAI,420,30,370,38,Não Bateu,-20,Não
11620,2022-02-24,a1R3j0000043sW2EAI,450,0,419,20,Não Bateu,-23,Sim
11621,2022-02-24,a1R3j0000043sW4EAI,450,0,398,34,Não Bateu,-19,Sim
11622,2022-02-24,a1R3j0000043sW5EAI,420,0,393,18,Não Bateu,-21,Sim
11623,2022-02-24,a1R3j0000043sWBEAY,450,0,99,22,Não Bateu,-21,Sim
11624,2022-02-24,a1R3j0000043sWCEAY,420,0,360,50,Não Bateu,-21,Não
11625,2022-02-24,a1R3j0000043sWEEAY,330,120,164,37,Não Bateu,-17,Não
11626,2022-02-24,a1R3j0000043sWFEAY,450,0,421,51,Não Bateu,-17,Sim
11627,2022-02-24,a1R3j0000043sWGEAY,450,0,384,42,Não Bateu,-16,Sim
11628,2022-02-24,a1R3j0000043sWIEAY,330,120,294,32,Não Bateu,-18,Sim
11629,2022-02-24,a1R3j0000043sWLEAY,450,0,416,36,Não Bateu,-14,Sim
11630,2022-02-24,a1R3j0000043sWMEAY,450,0,409,39,Não Bateu,-19,Sim
11631,2022-02-24,a1R3j0000043sWOEAY,270,0,241,22,Não Bateu,-17,Não
11632,2022-02-24,a1R3j0000043sWVEAY,450,0,421,19,Não Bateu,-26,Sim
11633,2022-02-24,a1R3j0000043sWXEAY,450,0,343,11,Não Bateu,-25,Sim
11634,2022-02-24,a1R3j0000043sWbEAI,330,0,294,45,Não Bateu,-20,Sim
11635,2022-02-24,a1R3j0000043sWcEAI,0,0,0,33,-,0,-
11636,2022-02-24,a1R3j0000043sWdEAI,450,0,425,53,Não Bateu,-16,Sim
11637,2022-02-24,a1R3j0000043sWgEAI,390,0,358,22,Não Bateu,-19,Sim
11638,2022-02-24,a1R3j0000043sWhEAI,0,0,0,33,-,0,-
11639,2022-02-24,a1R3j0000043sWiEAI,390,0,501,31,Não Bateu,-18,Sim
11640,2022-02-24,a1R3j0000043sx5EAA,390,60,416,33,Não Bateu,-19,Não
11641,2022-02-24,a1R3j0000043sx8EAA,390,60,405,32,Não Bateu,-20,Não
11642,2022-02-24,a1R3j0000043sxAEAQ,360,60,260,31,Não Bateu,-19,Não
11643,2022-02-24,a1R3j0000043sxBEAQ,420,0,389,39,Não Bateu,-20,Não
11644,2022-02-24,a1R3j0000043sxDEAQ,480,0,309,22,Não Bateu,-21,Não
11645,2022-02-24,a1R3j0000043sxEEAQ,390,60,0,0,Não Bateu,-20,Não
11646,2022-02-24,a1R3j0000043syoEAA,390,60,224,12,Não Bateu,-19,Sim
11647,2022-02-24,a1R3j0000043sypEAA,450,0,436,39,Não Bateu,-20,Sim
11648,2022-02-24,a1R3j0000043sz4EAA,480,0,435,49,Não Bateu,-16,Sim
11649,2022-02-24,a1R3j0000043sz6EAA,450,0,421,38,Não Bateu,-18,Sim
11650,2022-02-24,a1R3j0000043szBEAQ,450,0,415,37,Não Bateu,-17,Sim
11651,2022-02-24,a1R3j0000043szDEAQ,450,0,438,46,Não Bateu,-20,Sim
11652,2022-02-24,a1R3j0000043szKEAQ,330,60,318,27,Não Bateu,-24,Sim
11653,2022-02-24,a1R3j0000043szPEAQ,450,0,304,39,Não Bateu,-18,Sim
11654,2022-02-24,a1R3j0000043szQEAQ,390,0,221,5,Não Bateu,-20,Sim
11655,2022-02-24,a1R3j0000043szREAQ,450,0,408,37,Não Bateu,-17,Sim
11656,2022-02-24,a1R3j0000043szaEAA,420,30,391,24,Não Bateu,-19,Sim
